,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,3819,0,0,1,3000000,9600000,6,644,3900000,700000,10500000,3000000,0
3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,4,0,1,6000000,12900000,14,723,700000,1600000,13600000,4100000,0
3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,3821,5,0,1,600000,1500000,12,509,1600000,100000,1900000,800000,1
3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,3822,0,0,0,1800000,6600000,4,898,2400000,100000,4600000,1400000,0
3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,2,0,1,5500000,12000000,2,567,7200000,4700000,11500000,7000000,0
3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,3824,1,0,0,1000000,2100000,6,715,2200000,1000000,2200000,1100000,0
3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,2,0,1,1700000,3500000,10,854,5000000,2400000,3400000,1700000,0
3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,3826,1,0,1,3400000,12300000,8,523,6100000,4700000,8300000,2600000,1
3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,1,0,1,9600000,35900000,8,534,24500000,17700000,31900000,5400000,1
3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,0,0,1,2600000,7600000,18,470,700000,700000,5500000,2900000,1
3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,3829,1,0,0,1600000,3500000,18,619,3200000,100000,6300000,1500000,0
3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,0,0,1,4300000,12800000,20,572,8600000,2200000,11000000,6100000,0
3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3831,3,0,0,1400000,3500000,16,365,2600000,2200000,2900000,1600000,1
3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,3832,0,0,0,8000000,18000000,16,791,13900000,10300000,23400000,10600000,0
3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,4,0,1,5000000,18100000,12,424,5200000,2000000,14500000,6100000,1
3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,5,0,0,4500000,10200000,12,726,2900000,8600000,17500000,4200000,0
3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,1,0,0,3400000,9900000,2,736,3900000,4800000,10600000,4500000,0
3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,5,0,1,5700000,12800000,14,488,13600000,1000000,13200000,5500000,1
3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,2,0,1,2600000,7600000,10,400,6800000,2800000,10100000,3200000,1
3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,0,0,1,4500000,12200000,20,311,11200000,5000000,12700000,2400000,1
3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,2,0,1,5100000,16800000,2,504,6400000,2700000,17100000,4400000,0
3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,4,0,1,5100000,18600000,20,312,9600000,6000000,16500000,5500000,1
3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,5,0,1,1700000,6500000,14,587,1100000,1000000,6400000,1500000,0
3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,1,0,0,5200000,10500000,20,317,3000000,8000000,19300000,5300000,1
3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,4,0,0,8400000,29000000,2,463,12700000,1100000,20100000,6700000,0
3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,1,0,1,9000000,34000000,16,842,6300000,16900000,22900000,5800000,0
3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,3845,4,0,1,3400000,11800000,20,616,5000000,3300000,9900000,2900000,0
3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,1,0,0,5400000,19400000,8,800,800000,6100000,19500000,3000000,0
3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,0,0,1,700000,2100000,12,813,200000,1300000,2200000,500000,0
3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,2,0,0,7600000,24800000,12,564,14000000,6200000,24700000,6700000,0
3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,3849,2,0,0,5000000,14700000,12,837,2200000,7200000,11700000,4800000,0
3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,5,0,1,2500000,9400000,16,735,0,2200000,9500000,1700000,0
3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,3851,4,0,1,2000000,5200000,16,724,5200000,3800000,4600000,2800000,0
3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,5,0,0,9000000,23900000,12,658,5700000,4600000,32100000,6100000,0
3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,5,0,0,8300000,31800000,16,858,24600000,11100000,26300000,8500000,0
3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,3854,0,0,1,3100000,8500000,8,614,1700000,4600000,11000000,3300000,0
3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,3855,2,0,1,8500000,25600000,16,714,11400000,14800000,17200000,5700000,0
3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,2,0,1,1200000,4600000,20,605,3600000,1500000,4600000,600000,0
3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,4,0,1,2800000,5500000,8,875,6900000,4000000,6000000,3300000,0
3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,5,0,1,2800000,10900000,6,359,5000000,3300000,7600000,3000000,1
3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,5,0,1,6500000,24100000,6,441,14100000,9600000,15300000,5200000,1
3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,4,0,0,8700000,25200000,18,790,25000000,9100000,18400000,8400000,0
3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,3861,1,0,1,5400000,13600000,4,821,11600000,8700000,19900000,5600000,0
3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,2,0,0,8600000,33300000,16,375,19600000,11200000,25500000,11200000,1
3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3863,3,0,0,4700000,9600000,10,545,5200000,7200000,12000000,5300000,1
3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,3864,5,0,1,1100000,3900000,4,891,1100000,200000,3400000,900000,0
3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,3865,0,0,0,6400000,14000000,8,486,5100000,12700000,23900000,3700000,1
3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,0,0,0,4300000,9900000,4,696,12400000,2100000,17000000,2100000,0
3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,5,0,1,2900000,11100000,4,683,1700000,3900000,9400000,3300000,0
3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,3868,5,0,0,9600000,27100000,8,594,25500000,4600000,26800000,13300000,0
3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3869,3,0,1,900000,2500000,20,529,900000,300000,3200000,700000,1
3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,5,0,0,8100000,26300000,4,429,3600000,8500000,22200000,6900000,0
3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,3871,0,0,1,8800000,25000000,4,400,11300000,4000000,23600000,9400000,1
3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,3872,0,0,0,8800000,17500000,4,848,25400000,8200000,31600000,5100000,0
3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,1,0,0,6400000,21500000,6,489,1600000,4600000,17600000,8900000,1
3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,2,0,0,2900000,6600000,10,326,8600000,2200000,7400000,3400000,1
3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,5,0,0,1600000,6100000,8,663,3900000,800000,6400000,1200000,0
3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,1,0,0,1600000,5100000,18,729,2500000,2000000,6200000,900000,0
3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,3877,2,0,1,3100000,10700000,4,398,3100000,3000000,7400000,2000000,0
3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,3878,2,0,1,5600000,16700000,14,856,400000,10200000,14700000,5200000,0
3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3879,3,0,1,8100000,19900000,20,347,22800000,14400000,29800000,5500000,1
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3,0,0,9100000,19300000,12,696,26200000,7700000,30100000,13300000,0
3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,0,0,1,5500000,17100000,8,353,400000,200000,17100000,5200000,1
3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,1,0,1,9700000,34300000,20,756,15700000,18500000,26800000,14100000,0
3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,4,0,0,2300000,5400000,16,490,6200000,3700000,5500000,2100000,1
3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,1,0,1,5600000,18000000,10,531,6500000,9000000,19800000,8400000,1
3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,2,0,1,4500000,16600000,4,679,10300000,3100000,11700000,5000000,0
3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,3886,1,0,1,500000,1800000,8,877,100000,200000,1100000,600000,0
3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,3887,0,0,0,4200000,11000000,20,817,6700000,2400000,11700000,6100000,0
3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,3888,1,0,0,9100000,23300000,18,792,800000,12600000,32100000,12400000,0
3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,4,0,1,3200000,12800000,18,664,6300000,3400000,7600000,2100000,0
3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,4,0,1,6200000,21300000,16,882,11800000,3500000,12900000,4100000,0
3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3,0,1,2500000,7700000,10,768,4500000,400000,8000000,2600000,0
3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,0,0,0,9100000,27100000,12,787,24300000,2900000,34800000,9500000,0
3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3893,3,0,1,500000,900000,12,538,0,700000,1500000,300000,1
3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,3894,4,0,0,6900000,18000000,8,347,16400000,9300000,18300000,8700000,1
3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,0,0,1,1800000,5200000,16,317,4900000,1500000,4000000,1300000,1
3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,0,0,1,4000000,14500000,2,713,6200000,4900000,12200000,4700000,0
3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,1,0,0,3900000,12300000,10,683,1000000,700000,11700000,2400000,0
3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,3898,2,0,1,8000000,28100000,18,765,24000000,10500000,17700000,8200000,0
3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,3899,5,0,0,900000,3200000,10,803,1600000,1700000,2300000,800000,0
3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,0,0,1,8200000,29700000,6,405,3900000,800000,23900000,5700000,1
3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,5,0,0,2300000,4900000,4,529,6200000,3900000,9200000,2000000,1
3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,5,0,1,6900000,19400000,6,801,10100000,9400000,17000000,5500000,0
3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3,0,0,8800000,30700000,12,707,15000000,100000,32800000,8000000,0
3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,3904,1,0,0,2600000,7200000,8,349,5900000,1400000,9400000,3000000,1
3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,3905,1,0,0,3700000,8700000,20,885,6200000,3500000,10900000,2600000,0
3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,2,0,1,6200000,23800000,4,489,2900000,7500000,21300000,3300000,0
3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3,0,1,1000000,2600000,6,341,2900000,1700000,3600000,1100000,1
3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,1,0,0,6000000,20000000,12,637,10800000,4300000,20000000,8600000,0
3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,1,0,1,9100000,31400000,4,304,14100000,16700000,30200000,9600000,0
3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,1,0,0,1700000,6700000,16,537,4300000,2900000,3500000,1100000,1
3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,3911,5,0,1,1700000,4600000,12,503,900000,2200000,4800000,1200000,1
3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,3912,1,0,0,7100000,14300000,12,720,4600000,500000,27300000,8400000,0
3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,5,0,0,9400000,36800000,10,509,20700000,7400000,22400000,6300000,1
3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,5,0,0,6200000,16400000,6,360,900000,7200000,22400000,6300000,1
3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,3915,1,0,0,8300000,31800000,16,818,23400000,7400000,32200000,8500000,0
3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,3916,1,0,1,8900000,21200000,8,716,5400000,9200000,23800000,7900000,0
3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,3917,1,0,1,6500000,14800000,12,360,3500000,2100000,15000000,7300000,1
3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3,0,1,8100000,26700000,10,895,5100000,9800000,17100000,9900000,0
3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,3919,2,0,0,4900000,13500000,8,328,10500000,8100000,18300000,3400000,1
3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,4,0,0,9100000,26600000,2,812,23300000,11900000,33100000,10400000,0
3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3,0,1,9000000,33100000,16,456,23800000,7000000,26000000,7100000,1
3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,3922,4,0,1,1300000,3900000,16,566,700000,200000,3400000,1600000,0
3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,1,0,0,6700000,25000000,20,598,5300000,12900000,13600000,7000000,0
3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,5,0,0,3200000,9300000,6,656,7000000,3200000,12700000,4200000,0
3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,3925,0,0,0,7500000,28700000,2,895,2000000,4100000,21500000,7200000,0
3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3926,3,0,0,4900000,12800000,14,653,7300000,1000000,13000000,7200000,0
3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,1,0,1,700000,1800000,16,641,2100000,400000,1600000,900000,0
3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,2,0,0,6400000,16500000,8,544,12100000,6300000,15200000,5400000,1
3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,0,0,1,3900000,14100000,20,811,5700000,3600000,10500000,5300000,0
3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,4,0,0,9700000,26900000,10,460,11400000,3900000,31400000,9300000,1
3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,3931,5,0,1,3600000,12500000,12,795,10600000,2700000,11100000,4800000,0
3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,2,0,1,3400000,10300000,4,745,4900000,4000000,10000000,3900000,0
3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,0,0,0,9800000,20100000,16,606,6200000,800000,37300000,8700000,0
3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,1,0,0,5100000,14200000,6,451,6100000,7600000,11400000,5600000,1
3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,4,0,1,5900000,11800000,8,479,11000000,1200000,15700000,3900000,1
3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,3936,5,0,0,1200000,2400000,14,495,1800000,1800000,4100000,1300000,1
3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,2,0,0,9700000,30200000,14,769,23700000,13600000,26400000,7500000,0
3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,3938,5,0,1,4700000,11800000,4,639,3600000,700000,9400000,5500000,0
3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,3939,5,0,0,4200000,12500000,18,723,1200000,300000,12900000,6100000,0
3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,3940,4,0,0,9300000,26100000,16,623,11700000,10500000,21100000,10700000,0
3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3941,3,0,1,5300000,20800000,6,487,9700000,3400000,18500000,4200000,1
3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,0,0,0,7600000,30100000,2,743,20700000,8700000,27600000,9600000,0
3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,2,0,0,6200000,16900000,12,754,2300000,4200000,15300000,7900000,0
3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,0,0,0,8900000,21600000,10,552,2300000,9900000,20700000,11900000,0
3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,4,0,1,7900000,27300000,10,560,23100000,14400000,28500000,10900000,0
3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,1,0,1,3500000,10800000,14,632,6900000,1500000,10900000,4200000,0
3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,2,0,0,5300000,16700000,18,339,4600000,3300000,12000000,4100000,1
3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,3948,2,0,0,1400000,3100000,4,881,3700000,400000,5000000,1100000,0
3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,3949,1,0,1,9100000,23600000,20,535,2800000,17600000,26400000,4500000,1
3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,4,0,0,4400000,17200000,4,563,4100000,3700000,12700000,2900000,0
3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,3951,5,0,0,2800000,8200000,14,615,7400000,3300000,6700000,2700000,0
3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3952,3,0,0,1300000,3300000,8,795,1400000,800000,4600000,1600000,0
3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,4,0,0,8400000,28700000,14,878,23400000,8300000,23900000,8600000,0
3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,3954,5,0,1,5300000,14000000,6,633,11800000,4500000,12800000,6100000,0
3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,3955,2,0,0,6000000,13900000,4,533,3000000,9600000,14600000,4100000,1
3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,2,0,1,2100000,6800000,12,795,6100000,1900000,7200000,2400000,0
3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,3957,0,0,0,4300000,11000000,4,374,7100000,7300000,9300000,4700000,1
3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,4,0,1,7300000,22900000,12,848,6300000,2900000,28500000,4100000,0
3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,2,0,0,5200000,16200000,12,890,10500000,9600000,15800000,3900000,0
3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3960,3,0,0,4700000,9800000,14,444,8200000,300000,15700000,3800000,1
3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,3961,4,0,0,7800000,28500000,4,803,15500000,11300000,21100000,9800000,0
3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3,0,1,500000,1900000,18,618,-100000,600000,1000000,400000,0
3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,3963,1,0,1,6000000,20300000,14,845,5000000,7800000,23700000,8700000,0
3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,4,0,0,4800000,10800000,12,833,3000000,4000000,16400000,7100000,0
3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3965,3,0,1,8900000,19300000,12,767,12000000,2200000,24700000,7700000,0
3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,3966,1,0,1,1800000,4000000,16,747,700000,200000,4600000,900000,0
3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,2,0,0,3000000,7000000,4,588,5300000,3400000,11900000,3400000,0
3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,4,0,0,7700000,24500000,20,582,9800000,6600000,29100000,6500000,0
3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,3969,1,0,0,8300000,20400000,14,348,5600000,12500000,29100000,4700000,1
3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,4,0,0,4200000,9400000,4,726,10000000,8100000,16100000,5500000,0
3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,3971,4,0,1,8000000,31200000,6,482,19800000,11500000,22200000,5700000,1
3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,2,0,1,9400000,30000000,16,565,1200000,3900000,28200000,9000000,0
3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,3973,1,0,0,800000,2400000,16,872,2400000,1200000,1900000,900000,0
3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,0,0,1,500000,1300000,4,825,600000,0,1800000,200000,0
3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,3975,2,0,1,6100000,22300000,8,694,16200000,10900000,22900000,7200000,0
3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3,0,1,8500000,30800000,20,448,23000000,1400000,22900000,7900000,1
3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,5,0,1,7600000,18000000,12,452,7900000,4300000,23800000,4700000,1
3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3,0,0,8700000,17900000,12,897,16400000,3500000,31600000,12500000,0
3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,4,0,0,9400000,20200000,10,803,24800000,1000000,34400000,4800000,0
3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,1,0,1,400000,900000,8,828,600000,500000,1500000,300000,0
3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,0,0,0,2700000,7500000,6,832,7700000,1200000,10000000,2500000,0
3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,3982,1,0,1,2300000,5500000,6,861,1600000,1200000,4700000,1700000,0
